Date,Hour,Minute,DayOfWeek,IsWeekend,Location,Weather,VehicleCount,AverageSpeed,Congestion
2025-04-15,16,15,1,0,ISBT,Rain,558,45.2,Low
2025-06-26,18,15,3,0,ISBT,Clear,1432,42.4,High
2025-06-13,13,45,4,0,Clock Tower,Rain,947,37.0,Medium
2025-08-19,13,15,1,0,Clock Tower,Clear,940,43.7,Medium
2025-05-29,18,45,3,0,Rajpur Road,Cloudy,1264,37.3,High
2025-06-17,16,15,1,0,Rajpur Road,Fog,672,37.1,Medium
2025-09-21,20,45,6,1,ISBT,Fog,572,36.7,Low
2025-01-12,8,45,6,1,Prem Nagar,Fog,660,42.9,Medium
2025-05-04,12,30,6,1,Clock Tower,Clear,509,53.2,Low
2025-05-25,21,45,6,1,ISBT,Clear,657,43.9,Medium
2025-02-25,19,15,1,0,ISBT,Rain,1407,32.8,High
2025-07-26,17,0,5,1,Ballupur Chowk,Clear,1198,33.2,High
2025-10-19,12,30,6,1,Prem Nagar,Rain,314,44.8,Low
2025-02-07,18,45,4,0,Prem Nagar,Rain,930,38.6,Medium
2025-11-16,9,15,6,1,Clock Tower,Fog,909,30.0,Medium
2025-07-11,16,30,4,0,Rajpur Road,Cloudy,644,47.6,Low
2025-11-05,22,45,2,0,Prem Nagar,Clear,532,50.6,Low
2025-01-24,7,15,4,0,Dharampur Chowk,Rain,571,43.2,Low
2025-08-31,22,45,6,1,Rajpur Road,Cloudy,516,42.6,Low
2025-06-17,16,15,1,0,Ballupur Chowk,Rain,604,42.0,Low
2025-10-31,16,45,4,0,Dharampur Chowk,Rain,526,38.7,Low
2025-09-01,6,30,0,0,ISBT,Clear,620,49.3,Low
2025-08-02,15,0,5,1,Prem Nagar,Fog,328,44.4,Low
2025-05-16,13,0,4,0,Prem Nagar,Fog,600,38.5,Low
2025-03-29,22,45,5,1,Rajpur Road,Cloudy,597,44.9,Low
2025-01-17,9,15,4,0,Clock Tower,Fog,1060,30.5,High
2025-06-10,19,15,1,0,Ballupur Chowk,Cloudy,1384,34.3,High
2025-07-30,22,45,2,0,Dharampur Chowk,Clear,578,45.3,Low
2025-12-28,10,15,6,1,Prem Nagar,Rain,473,40.6,Low
2025-12-06,21,45,5,1,ISBT,Cloudy,615,44.9,Low
2025-08-24,16,30,6,1,Dharampur Chowk,Rain,544,42.8,Low
2025-11-09,21,15,6,1,Rajpur Road,Rain,530,38.0,Low
2025-10-13,15,15,0,0,ISBT,Rain,657,43.3,Medium
2025-12-27,12,45,5,1,ISBT,Fog,487,43.2,Low
2025-06-28,14,30,5,1,Clock Tower,Fog,644,42.0,Low
2025-07-22,17,15,1,0,ISBT,Clear,1691,29.8,High
2025-05-28,8,30,2,0,Ballupur Chowk,Rain,1105,38.6,High
2025-09-03,12,15,2,0,Prem Nagar,Rain,565,40.4,Low
2025-10-15,14,15,2,0,Clock Tower,Cloudy,1025,39.5,Medium
2025-05-05,7,15,0,0,Dharampur Chowk,Cloudy,481,45.4,Low
2025-01-27,9,45,0,0,ISBT,Fog,1050,29.7,High
2025-02-21,10,0,4,0,Prem Nagar,Cloudy,509,48.4,Low
2025-07-28,21,45,0,0,Dharampur Chowk,Cloudy,712,41.8,Medium
2025-05-28,16,30,2,0,Dharampur Chowk,Clear,639,45.2,Low
2025-02-15,13,0,5,1,Rajpur Road,Fog,606,40.4,Low
2025-04-01,7,45,1,0,Ballupur Chowk,Cloudy,575,47.9,Low
2025-05-29,7,0,3,0,ISBT,Clear,720,46.2,Medium
2025-06-21,15,45,5,1,Dharampur Chowk,Fog,404,48.6,Low
2025-03-10,22,45,0,0,ISBT,Cloudy,691,43.5,Medium
2025-02-27,16,15,3,0,Dharampur Chowk,Fog,398,39.6,Low
2025-11-28,14,15,4,0,Clock Tower,Rain,857,41.3,Medium
2025-06-01,12,15,6,1,Prem Nagar,Fog,445,38.9,Low
2025-08-07,22,30,3,0,Clock Tower,Fog,459,41.9,Low
2025-12-09,9,15,1,0,Rajpur Road,Fog,891,36.2,Medium
2025-06-15,13,0,6,1,ISBT,Fog,753,31.7,Medium
2025-05-01,20,30,3,0,ISBT,Rain,759,44.5,Medium
2025-10-26,6,30,6,1,Dharampur Chowk,Rain,379,43.4,Low
2025-12-21,13,0,6,1,Dharampur Chowk,Clear,753,45.2,Medium
2025-08-27,15,15,2,0,Ballupur Chowk,Rain,623,47.1,Low
2025-12-20,9,30,5,1,ISBT,Cloudy,1247,34.8,High
2025-04-23,10,45,2,0,Rajpur Road,Fog,357,39.7,Low
2025-11-07,17,45,4,0,Dharampur Chowk,Fog,954,38.8,Medium
2025-10-03,12,15,4,0,Dharampur Chowk,Clear,519,48.3,Low
2025-09-27,20,30,5,1,Clock Tower,Clear,558,50.6,Low
2025-02-01,22,15,5,1,Prem Nagar,Cloudy,637,44.3,Low
2025-03-26,16,45,2,0,Clock Tower,Cloudy,651,48.8,Medium
2025-10-26,21,0,6,1,Prem Nagar,Fog,386,47.0,Low
2025-01-29,20,15,2,0,Prem Nagar,Fog,436,39.7,Low
2025-08-22,7,45,4,0,Dharampur Chowk,Rain,551,45.5,Low
2025-01-12,18,30,6,1,Clock Tower,Cloudy,1318,37.7,High
2025-10-24,8,0,4,0,Ballupur Chowk,Rain,1226,36.0,High
2025-12-25,8,0,3,0,Clock Tower,Fog,1163,32.3,High
2025-01-17,15,45,4,0,Rajpur Road,Cloudy,600,46.9,Low
2025-11-25,19,30,1,0,Ballupur Chowk,Fog,1178,27.7,High
2025-07-13,18,0,6,1,Dharampur Chowk,Cloudy,1096,38.2,High
2025-12-01,17,0,0,0,Rajpur Road,Fog,1000,36.5,Medium
2025-09-28,10,15,6,1,Clock Tower,Clear,574,46.9,Low
2025-06-02,20,45,0,0,Prem Nagar,Fog,281,45.2,Low
2025-04-28,13,45,0,0,ISBT,Cloudy,1189,44.5,High
2025-05-22,12,0,3,0,Clock Tower,Fog,501,40.5,Low
2025-11-11,6,15,1,0,Rajpur Road,Clear,604,51.1,Low
2025-02-21,7,45,4,0,Prem Nagar,Clear,479,49.0,Low
2025-05-06,7,45,1,0,Ballupur Chowk,Cloudy,714,45.4,Medium
2025-10-04,12,0,5,1,Rajpur Road,Rain,411,44.7,Low
2025-04-30,16,30,2,0,Rajpur Road,Rain,612,38.2,Low
2025-03-15,22,15,5,1,Ballupur Chowk,Rain,495,40.8,Low
2025-05-21,7,15,2,0,Dharampur Chowk,Fog,544,34.7,Medium
2025-10-12,21,0,6,1,ISBT,Fog,435,41.9,Low
2025-09-26,16,45,4,0,Ballupur Chowk,Cloudy,790,43.5,Medium
2025-06-03,18,15,1,0,Prem Nagar,Fog,787,41.4,Medium
2025-05-04,13,30,6,1,Dharampur Chowk,Cloudy,651,39.1,Medium
2025-08-26,7,45,1,0,Ballupur Chowk,Cloudy,700,43.5,Medium
2025-07-18,13,30,4,0,Rajpur Road,Rain,725,41.8,Medium
2025-11-28,8,45,4,0,ISBT,Clear,1433,32.8,High
2025-10-02,12,0,3,0,ISBT,Fog,463,43.0,Low
2025-12-11,7,0,3,0,Rajpur Road,Cloudy,666,45.2,Medium
2025-09-03,12,30,2,0,ISBT,Clear,854,39.6,Medium
2025-04-19,12,0,5,1,Dharampur Chowk,Fog,259,41.2,Low
2025-05-05,12,45,0,0,Rajpur Road,Rain,522,43.3,Low
2025-05-25,18,45,6,1,Prem Nagar,Rain,776,40.0,Medium
2025-06-07,14,30,5,1,Prem Nagar,Fog,408,45.5,Low
2025-08-27,9,45,2,0,ISBT,Cloudy,1477,37.3,High
2025-07-09,16,45,2,0,Clock Tower,Cloudy,718,46.1,Medium
2025-03-16,6,30,6,1,Prem Nagar,Fog,377,43.0,Low
2025-06-01,10,15,6,1,ISBT,Cloudy,682,49.2,Medium
2025-07-14,13,45,0,0,Prem Nagar,Rain,688,42.3,Medium
2025-05-12,21,45,0,0,Ballupur Chowk,Cloudy,658,49.9,Medium
2025-06-30,11,15,0,0,Dharampur Chowk,Fog,394,46.8,Low
2025-04-05,7,0,5,1,Clock Tower,Clear,556,42.8,Low
2025-01-04,19,15,5,1,Dharampur Chowk,Cloudy,1077,37.6,High
2025-02-04,10,0,1,0,Rajpur Road,Fog,535,37.4,Low
2025-07-11,7,45,4,0,Dharampur Chowk,Fog,412,35.4,Low
2025-01-09,6,45,3,0,Clock Tower,Clear,621,38.9,Low
2025-09-29,14,30,0,0,Clock Tower,Fog,680,39.6,Medium
2025-04-02,9,0,2,0,Prem Nagar,Cloudy,1086,40.8,High
2025-05-04,12,30,6,1,ISBT,Rain,463,43.2,Low
2025-07-23,8,30,2,0,Ballupur Chowk,Fog,1013,29.1,Medium
2025-10-17,13,15,4,0,ISBT,Clear,1204,40.4,High
2025-12-01,7,0,0,0,Ballupur Chowk,Fog,489,40.1,Low
2025-07-13,21,0,6,1,Dharampur Chowk,Clear,493,41.8,Low
2025-12-26,11,0,4,0,Ballupur Chowk,Fog,487,38.0,Low
2025-11-27,16,0,3,0,Prem Nagar,Clear,407,48.3,Low
2025-04-28,12,45,0,0,ISBT,Clear,850,44.8,Medium
2025-02-08,14,0,5,1,Rajpur Road,Rain,640,42.6,Low
2025-01-09,12,15,3,0,Dharampur Chowk,Fog,560,41.8,Low
2025-02-09,15,15,6,1,Prem Nagar,Cloudy,439,46.8,Low
2025-10-18,18,30,5,1,Ballupur Chowk,Cloudy,1262,38.2,High
2025-12-19,8,30,4,0,Clock Tower,Clear,1387,37.1,High
2025-08-12,13,0,1,0,ISBT,Fog,951,31.8,Medium
2025-06-17,6,30,1,0,Ballupur Chowk,Fog,612,38.8,Low
2025-04-27,17,45,6,1,Ballupur Chowk,Cloudy,1372,33.3,High
2025-12-15,18,0,0,0,Prem Nagar,Rain,1074,35.3,High
2025-05-07,8,0,2,0,ISBT,Cloudy,1432,33.1,High
2025-07-14,10,45,0,0,ISBT,Rain,610,42.6,Low
2025-02-24,8,0,0,0,ISBT,Fog,1172,28.5,High
2025-07-04,14,0,4,0,Rajpur Road,Clear,895,48.6,Medium
2025-04-06,19,45,6,1,Prem Nagar,Fog,845,36.2,Medium
2025-02-22,6,0,5,1,ISBT,Clear,603,46.7,Low
2025-11-02,16,45,6,1,Clock Tower,Rain,552,39.0,Low
2025-07-31,18,0,3,0,Dharampur Chowk,Cloudy,1235,32.4,High
2025-10-20,22,15,0,0,Dharampur Chowk,Fog,480,42.1,Low
2025-03-28,10,30,4,0,ISBT,Rain,597,46.2,Low
2025-09-10,10,0,2,0,Rajpur Road,Fog,369,37.3,Low
2025-05-22,19,30,3,0,Ballupur Chowk,Clear,1369,38.6,High
2025-07-04,14,15,4,0,Dharampur Chowk,Fog,822,33.9,Medium
2025-11-01,12,45,5,1,Clock Tower,Cloudy,673,45.3,Medium
2025-06-05,6,45,3,0,ISBT,Fog,551,41.8,Low
2025-06-18,20,30,2,0,Ballupur Chowk,Cloudy,717,40.0,Medium
2025-06-03,16,15,1,0,Ballupur Chowk,Rain,688,44.3,Medium
2025-04-01,18,30,1,0,ISBT,Fog,1156,31.7,High
2025-10-22,13,30,2,0,Ballupur Chowk,Rain,914,37.7,Medium
2025-07-21,17,0,0,0,Prem Nagar,Cloudy,1047,38.0,Medium
2025-10-31,11,0,4,0,Dharampur Chowk,Fog,446,44.1,Low
2025-12-29,12,45,0,0,ISBT,Clear,750,43.2,Medium
2025-07-29,21,15,1,0,Dharampur Chowk,Rain,566,33.4,Medium
2025-05-04,14,15,6,1,Dharampur Chowk,Fog,676,32.1,Medium
2025-07-13,8,45,6,1,Prem Nagar,Fog,634,34.6,Medium
2025-10-26,18,45,6,1,Prem Nagar,Clear,780,47.3,Medium
2025-07-04,8,0,4,0,Rajpur Road,Rain,1015,36.5,Medium
2025-03-27,7,45,3,0,ISBT,Fog,561,40.4,Low
2025-02-24,6,0,0,0,ISBT,Cloudy,748,40.5,Medium
2025-09-19,22,15,4,0,Ballupur Chowk,Rain,650,39.2,Medium
2025-07-20,20,15,6,1,ISBT,Clear,476,46.9,Low
2025-09-05,9,30,4,0,Ballupur Chowk,Clear,1387,37.7,High
2025-03-01,10,30,5,1,ISBT,Rain,512,41.6,Low
2025-08-22,12,45,4,0,ISBT,Fog,539,45.5,Low
2025-02-19,20,45,2,0,ISBT,Clear,737,45.8,Medium
2025-06-03,7,0,1,0,Clock Tower,Rain,674,41.1,Medium
2025-11-28,9,15,4,0,Dharampur Chowk,Cloudy,1156,37.9,High
2025-09-22,11,15,0,0,ISBT,Fog,559,38.9,Low
2025-08-25,13,45,0,0,Dharampur Chowk,Cloudy,960,41.4,Medium
2025-04-06,19,45,6,1,Clock Tower,Cloudy,1311,36.0,High
2025-08-19,19,45,1,0,Clock Tower,Cloudy,1480,27.9,High
2025-04-16,14,0,2,0,Prem Nagar,Clear,820,44.3,Medium
2025-10-02,11,30,3,0,ISBT,Cloudy,822,34.6,Medium
2025-08-23,9,30,5,1,Dharampur Chowk,Fog,929,33.3,Medium
2025-09-28,16,45,6,1,Prem Nagar,Fog,420,37.9,Low
2025-10-28,9,30,1,0,ISBT,Fog,1180,27.0,High
2025-11-13,11,30,3,0,Prem Nagar,Clear,437,54.5,Low
2025-12-11,10,30,3,0,Clock Tower,Cloudy,675,46.0,Medium
2025-06-06,9,15,4,0,ISBT,Cloudy,1554,34.3,High
2025-09-19,18,45,4,0,Prem Nagar,Cloudy,1104,40.3,High
2025-10-22,18,45,2,0,Rajpur Road,Fog,1190,29.8,High
2025-11-22,11,15,5,1,Ballupur Chowk,Rain,500,46.0,Low
2025-03-13,11,30,3,0,Ballupur Chowk,Clear,722,48.2,Medium
2025-07-03,6,45,3,0,Rajpur Road,Cloudy,665,42.1,Medium
2025-07-16,22,45,2,0,Ballupur Chowk,Fog,637,34.5,Medium
2025-08-01,20,45,4,0,Rajpur Road,Clear,609,44.0,Low
2025-10-17,6,15,4,0,ISBT,Clear,701,46.0,Medium
2025-05-21,13,30,2,0,Rajpur Road,Fog,743,37.7,Medium
2025-10-17,21,0,4,0,Prem Nagar,Clear,616,47.6,Low
2025-05-18,17,0,6,1,Dharampur Chowk,Fog,793,38.6,Medium
2025-10-07,12,45,1,0,Clock Tower,Cloudy,786,40.1,Medium
2025-06-02,7,45,0,0,ISBT,Rain,683,42.3,Medium
2025-02-14,20,0,4,0,Rajpur Road,Cloudy,590,50.7,Low
2025-10-29,17,45,2,0,Rajpur Road,Cloudy,1298,36.8,High
2025-04-16,12,0,2,0,Prem Nagar,Rain,424,44.0,Low
2025-09-30,14,15,1,0,ISBT,Rain,887,33.0,Medium
2025-05-29,14,0,3,0,Rajpur Road,Fog,845,32.4,Medium
2025-01-31,14,15,4,0,Dharampur Chowk,Cloudy,823,36.8,Medium
2025-05-08,10,30,3,0,Rajpur Road,Fog,416,37.1,Low
2025-09-08,10,30,0,0,Dharampur Chowk,Fog,579,41.8,Low
2025-07-12,20,0,5,1,Dharampur Chowk,Clear,421,55.7,Low
2025-07-26,22,30,5,1,Dharampur Chowk,Rain,507,41.8,Low
2025-08-21,21,30,3,0,Prem Nagar,Clear,287,57.8,Low
2025-02-17,20,30,0,0,Clock Tower,Fog,415,36.1,Low
2025-04-22,19,15,1,0,Ballupur Chowk,Rain,1298,38.8,High
2025-06-15,15,30,6,1,Prem Nagar,Cloudy,545,48.9,Low
2025-10-17,21,30,4,0,Dharampur Chowk,Clear,608,48.9,Low
2025-01-24,9,45,4,0,Clock Tower,Clear,1376,36.2,High
2025-03-22,20,45,5,1,Clock Tower,Fog,455,40.3,Low
2025-04-14,10,30,0,0,Rajpur Road,Rain,466,42.5,Low
2025-02-17,17,30,0,0,Clock Tower,Rain,1128,33.6,High
2025-12-07,11,0,6,1,Ballupur Chowk,Rain,405,40.9,Low
2025-12-25,13,45,3,0,Dharampur Chowk,Clear,874,46.7,Medium
2025-12-27,9,0,5,1,Rajpur Road,Fog,869,29.9,Medium
2025-02-09,10,15,6,1,Prem Nagar,Fog,252,46.2,Low
2025-01-05,6,30,6,1,Clock Tower,Fog,368,41.1,Low
2025-12-22,10,45,0,0,Clock Tower,Cloudy,735,41.6,Medium
2025-07-16,8,0,2,0,Clock Tower,Rain,1193,29.0,High
2025-07-08,15,15,1,0,Ballupur Chowk,Cloudy,617,47.1,Low
2025-11-25,10,0,1,0,Prem Nagar,Clear,360,51.2,Low
2025-11-09,11,45,6,1,ISBT,Cloudy,629,47.7,Low
2025-11-18,10,45,1,0,Prem Nagar,Fog,407,45.3,Low
2025-04-22,8,0,1,0,Rajpur Road,Clear,1180,36.9,High
2025-10-29,18,30,2,0,Ballupur Chowk,Rain,1226,34.1,High
2025-03-13,13,30,3,0,Dharampur Chowk,Clear,863,42.8,Medium
2025-05-08,15,0,3,0,Dharampur Chowk,Rain,448,41.6,Low
2025-04-16,22,15,2,0,Dharampur Chowk,Fog,336,47.4,Low
2025-06-01,7,15,6,1,Ballupur Chowk,Fog,331,40.2,Low
2025-02-27,13,45,3,0,Dharampur Chowk,Clear,802,46.2,Medium
2025-09-28,6,30,6,1,ISBT,Cloudy,607,50.1,Low
2025-07-18,19,30,4,0,Prem Nagar,Cloudy,1038,41.0,Medium
2025-08-30,8,0,5,1,Prem Nagar,Clear,761,50.6,Medium
2025-01-08,14,15,2,0,Clock Tower,Clear,914,42.9,Medium
2025-07-23,22,30,2,0,Dharampur Chowk,Fog,499,41.1,Low
2025-08-05,18,0,1,0,Dharampur Chowk,Cloudy,1240,36.9,High
2025-05-23,8,30,4,0,Clock Tower,Cloudy,1385,34.8,High
2025-03-21,16,45,4,0,Prem Nagar,Clear,564,53.6,Low
2025-06-08,19,15,6,1,Clock Tower,Cloudy,1208,33.6,High
2025-02-14,19,0,4,0,Ballupur Chowk,Clear,1344,43.5,High
2025-06-08,11,0,6,1,Clock Tower,Cloudy,523,52.4,Low
2025-12-26,6,15,4,0,Ballupur Chowk,Rain,704,38.3,Medium
2025-09-25,22,30,3,0,Rajpur Road,Rain,572,46.7,Low
2025-03-06,14,0,3,0,Clock Tower,Rain,877,36.9,Medium
2025-08-08,14,0,4,0,ISBT,Clear,1037,37.1,Medium
2025-09-12,20,30,4,0,Clock Tower,Fog,474,36.6,Low
2025-10-18,11,30,5,1,Rajpur Road,Rain,450,41.3,Low
2025-02-22,9,15,5,1,Dharampur Chowk,Clear,971,36.5,Medium
2025-01-23,6,15,3,0,Clock Tower,Fog,552,41.6,Low
2025-07-06,18,15,6,1,Rajpur Road,Clear,901,43.3,Medium
2025-10-11,19,15,5,1,ISBT,Cloudy,1444,30.7,High
2025-08-02,16,30,5,1,Clock Tower,Rain,637,42.2,Low
2025-03-03,22,0,0,0,Rajpur Road,Cloudy,557,46.9,Low
2025-09-22,7,45,0,0,Clock Tower,Fog,571,39.1,Low
2025-05-25,15,30,6,1,Clock Tower,Fog,490,37.2,Low
2025-01-05,17,15,6,1,ISBT,Rain,1167,29.1,High
2025-11-15,13,45,5,1,ISBT,Fog,728,33.9,Medium
2025-04-11,13,15,4,0,Clock Tower,Fog,748,40.0,Medium
2025-01-13,13,30,0,0,Dharampur Chowk,Clear,946,43.3,Medium
2025-06-21,6,45,5,1,Dharampur Chowk,Rain,341,44.2,Low
2025-02-23,12,15,6,1,Ballupur Chowk,Fog,527,39.9,Low
2025-01-31,10,30,4,0,Clock Tower,Clear,843,44.1,Medium
2025-04-29,22,45,1,0,Dharampur Chowk,Rain,519,41.7,Low
2025-08-23,8,0,5,1,Prem Nagar,Cloudy,880,42.0,Medium
2025-11-23,18,0,6,1,Prem Nagar,Clear,940,44.4,Medium
2025-08-11,10,15,0,0,ISBT,Rain,573,37.8,Low
2025-06-11,18,30,2,0,ISBT,Fog,1059,33.4,High
2025-05-20,13,0,1,0,Rajpur Road,Cloudy,853,36.4,Medium
2025-10-27,9,15,0,0,Clock Tower,Cloudy,1413,42.3,High
2025-08-19,20,30,1,0,Ballupur Chowk,Clear,633,48.5,Low
2025-10-02,17,15,3,0,Ballupur Chowk,Rain,1223,32.2,High
2025-08-26,14,0,1,0,Clock Tower,Cloudy,1133,37.9,High
2025-12-18,15,0,3,0,Rajpur Road,Rain,547,43.2,Low
2025-03-17,8,15,0,0,ISBT,Fog,1077,34.6,High
2025-09-20,7,30,5,1,ISBT,Cloudy,616,43.9,Low
2025-01-16,18,45,3,0,Prem Nagar,Cloudy,1134,36.1,High
2025-02-18,20,0,1,0,Rajpur Road,Clear,587,46.6,Low
2025-01-07,7,15,1,0,Rajpur Road,Cloudy,701,46.4,Medium
2025-07-25,17,0,4,0,Prem Nagar,Rain,933,39.1,Medium
2025-02-08,6,0,5,1,Rajpur Road,Fog,509,41.4,Low
2025-03-07,8,30,4,0,Clock Tower,Clear,1317,32.3,High
2025-08-25,7,15,0,0,Prem Nagar,Fog,304,41.7,Low
2025-07-22,21,0,1,0,Ballupur Chowk,Fog,458,39.9,Low
2025-03-30,17,15,6,1,Rajpur Road,Rain,959,37.9,Medium
2025-05-24,20,15,5,1,Clock Tower,Cloudy,581,48.2,Low
2025-11-28,15,45,4,0,Ballupur Chowk,Fog,512,33.8,Medium
2025-02-01,8,30,5,1,Ballupur Chowk,Cloudy,1056,39.5,High
2025-08-03,12,15,6,1,Dharampur Chowk,Clear,379,51.4,Low
2025-07-15,17,45,1,0,Prem Nagar,Fog,954,37.0,Medium
2025-06-26,22,30,3,0,Ballupur Chowk,Rain,553,46.6,Low
2025-04-03,6,30,3,0,Prem Nagar,Cloudy,523,46.5,Low
2025-01-16,14,0,3,0,Ballupur Chowk,Rain,825,37.3,Medium
2025-10-27,13,15,0,0,Clock Tower,Cloudy,1028,40.8,Medium
2025-12-03,13,30,2,0,Prem Nagar,Clear,760,44.2,Medium
2025-04-23,18,30,2,0,Rajpur Road,Cloudy,1345,39.4,High
2025-05-02,16,30,4,0,Prem Nagar,Clear,563,42.5,Low
2025-12-27,17,15,5,1,Prem Nagar,Cloudy,723,47.5,Medium
2025-09-10,15,15,2,0,Ballupur Chowk,Clear,524,46.8,Low
2025-02-16,7,15,6,1,Prem Nagar,Cloudy,341,44.7,Low
2025-01-11,22,45,5,1,Clock Tower,Rain,546,44.5,Low
2025-11-11,12,15,1,0,ISBT,Cloudy,696,37.3,Medium
2025-06-15,7,0,6,1,Rajpur Road,Cloudy,478,49.3,Low
2025-02-26,22,30,2,0,Clock Tower,Rain,473,43.8,Low
2025-12-27,18,0,5,1,ISBT,Rain,1152,35.3,High
2025-06-15,10,15,6,1,Dharampur Chowk,Fog,390,38.5,Low
2025-11-24,21,30,0,0,Rajpur Road,Rain,622,40.6,Low
2025-04-25,11,45,4,0,ISBT,Rain,634,38.1,Low
2025-03-07,11,0,4,0,Dharampur Chowk,Fog,413,38.4,Low
2025-10-18,7,15,5,1,Prem Nagar,Rain,359,50.0,Low
2025-11-10,13,0,0,0,Ballupur Chowk,Cloudy,910,37.2,Medium
2025-06-19,8,15,3,0,ISBT,Rain,1390,29.5,High
2025-03-27,8,30,3,0,Ballupur Chowk,Clear,1213,40.8,High
2025-05-16,12,15,4,0,Dharampur Chowk,Clear,512,53.2,Low
2025-06-29,14,0,6,1,Dharampur Chowk,Clear,784,42.3,Medium
2025-01-25,18,45,5,1,Dharampur Chowk,Fog,985,31.1,Medium
2025-03-27,19,45,3,0,Ballupur Chowk,Rain,1276,32.7,High
2025-10-07,18,0,1,0,Ballupur Chowk,Cloudy,1523,37.9,High
2025-03-25,20,0,1,0,Clock Tower,Rain,594,39.3,Low
2025-01-11,16,30,5,1,Clock Tower,Clear,596,44.5,Low
2025-06-25,11,45,2,0,Rajpur Road,Clear,746,44.8,Medium
2025-10-08,8,30,2,0,Prem Nagar,Fog,750,36.8,Medium
2025-12-27,6,45,5,1,Dharampur Chowk,Cloudy,392,46.5,Low
2025-11-07,19,15,4,0,Clock Tower,Clear,1500,31.6,High
2025-06-19,12,15,3,0,Ballupur Chowk,Rain,486,44.7,Low
2025-12-05,15,30,4,0,Rajpur Road,Clear,679,47.5,Medium
2025-01-26,18,45,6,1,Rajpur Road,Clear,1140,36.4,High
2025-07-04,6,45,4,0,Clock Tower,Rain,478,47.7,Low
2025-12-05,21,15,4,0,Clock Tower,Clear,632,45.2,Low
2025-04-16,11,30,2,0,Clock Tower,Fog,632,39.6,Low
2025-03-01,15,45,5,1,Ballupur Chowk,Fog,467,46.8,Low
2025-12-05,14,0,4,0,Dharampur Chowk,Fog,636,40.7,Low
2025-04-05,17,45,5,1,ISBT,Cloudy,1350,36.5,High
2025-08-17,7,30,6,1,Ballupur Chowk,Fog,553,40.6,Low
2025-05-15,13,30,3,0,Prem Nagar,Clear,790,46.9,Medium
2025-03-19,9,0,2,0,Dharampur Chowk,Rain,979,33.5,Medium
2025-10-05,19,15,6,1,Prem Nagar,Clear,800,37.7,Medium
2025-07-18,22,45,4,0,Prem Nagar,Fog,554,35.8,Low
2025-10-21,13,45,1,0,ISBT,Clear,1066,38.9,High
2025-07-22,7,15,1,0,Clock Tower,Fog,551,41.6,Low
2025-03-30,11,15,6,1,Rajpur Road,Cloudy,590,44.8,Low
2025-01-22,19,0,2,0,Dharampur Chowk,Fog,943,34.4,Medium
2025-04-14,10,30,0,0,ISBT,Clear,686,50.0,Medium
2025-02-14,18,45,4,0,Prem Nagar,Rain,975,38.3,Medium
2025-05-22,22,45,3,0,Clock Tower,Fog,579,42.2,Low
2025-02-27,19,15,3,0,Rajpur Road,Clear,1262,33.1,High
2025-02-24,9,30,0,0,Prem Nagar,Rain,909,35.1,Medium
2025-07-30,14,45,2,0,Dharampur Chowk,Fog,645,39.5,Low
2025-10-20,21,0,0,0,Rajpur Road,Rain,625,41.1,Low
2025-07-26,10,45,5,1,Clock Tower,Fog,472,45.4,Low
2025-06-19,13,0,3,0,Dharampur Chowk,Fog,706,44.7,Medium
2025-05-18,17,0,6,1,ISBT,Rain,1198,27.6,High
2025-06-09,14,45,0,0,Dharampur Chowk,Clear,919,43.0,Medium
2025-04-27,10,30,6,1,Dharampur Chowk,Fog,484,42.1,Low
2025-06-14,14,45,5,1,Prem Nagar,Clear,624,42.4,Low
2025-04-07,20,15,0,0,Ballupur Chowk,Fog,490,37.4,Low
2025-09-22,17,0,0,0,Prem Nagar,Cloudy,1045,41.8,Medium
2025-02-03,15,45,0,0,Rajpur Road,Clear,718,45.9,Medium
2025-03-30,12,15,6,1,Clock Tower,Cloudy,491,49.3,Low
2025-01-17,20,0,4,0,ISBT,Cloudy,837,41.2,Medium
2025-05-21,17,45,2,0,Prem Nagar,Fog,821,35.3,Medium
2025-11-22,9,0,5,1,Rajpur Road,Rain,832,40.1,Medium
2025-09-08,20,15,0,0,Ballupur Chowk,Rain,560,43.3,Low
2025-06-26,11,30,3,0,Dharampur Chowk,Clear,489,46.7,Low
2025-05-26,6,45,0,0,Clock Tower,Cloudy,748,43.2,Medium
2025-10-20,12,15,0,0,Dharampur Chowk,Cloudy,726,43.4,Medium
2025-12-13,12,30,5,1,Dharampur Chowk,Fog,399,44.1,Low
2025-09-20,6,0,5,1,Ballupur Chowk,Cloudy,452,43.3,Low
2025-11-28,11,0,4,0,Rajpur Road,Rain,404,48.0,Low
2025-11-08,15,30,5,1,Ballupur Chowk,Fog,386,49.2,Low
2025-06-28,20,30,5,1,Rajpur Road,Fog,352,42.5,Low
2025-06-04,22,45,2,0,Prem Nagar,Clear,610,52.3,Low
2025-01-04,22,30,5,1,Prem Nagar,Rain,537,46.0,Low
2025-06-02,9,45,0,0,Clock Tower,Rain,1266,33.7,High
2025-05-22,16,30,3,0,ISBT,Rain,698,38.4,Medium
2025-04-07,10,15,0,0,Clock Tower,Fog,461,40.4,Low
2025-12-05,16,15,4,0,Dharampur Chowk,Clear,547,45.8,Low
2025-12-02,21,30,1,0,ISBT,Fog,621,41.0,Low
2025-07-27,18,0,6,1,Prem Nagar,Cloudy,935,46.1,Medium
